timestamp,meter_id,sensor_name,sensor_value,normalized_value
2023-12-01 00:00:00,1.0,power_consumption,67.53,0.5940742592824103
2023-12-01 00:05:00,1.0,,66.625,0.5827603450431305
2023-12-01 00:10:00,1.0,power_consumption,65.72,0.5714464308038505
2023-12-01 00:15:00,1.0,power_consumption,40.63,0.25778222277784724
2023-12-01 00:20:00,1.0,power_consumption,26.25,0.07800975121890236
2023-12-01 00:25:00,1.0,,47.935,0.3491061382672834
2023-12-01 00:30:00,1.0,power_consumption,69.62,0.6202025253156644
2023-12-01 00:35:00,1.0,,66.2975,0.5786660832604076
2023-12-01 00:40:00,1.0,,62.975,0.5371296412051506
2023-12-01 00:45:00,1.0,,59.6525,0.4955931991498937
2023-12-01 00:50:00,1.0,power_consumption,56.33,0.4540567570946368
2023-12-01 00:55:00,1.0,,45.974999999999994,0.324603075384423
2023-12-01 01:00:00,1.0,power_consumption,35.62,0.1951493936742092
2023-12-01 01:05:00,1.0,power_consumption,95.05,0.9381172646580823
2023-12-01 01:10:00,1.0,power_consumption,31.12,0.13889236154519313
2023-12-01 01:15:00,1.0,power_consumption,29.88,0.12339042380297532
2023-12-01 01:20:00,1.0,,48.239999999999995,0.3529191148893611
2023-12-01 01:25:00,1.0,power_consumption,66.6,0.5824478059757469
2023-12-01 01:30:00,1.0,,48.48,0.35591948993624195
2023-12-01 01:35:00,1.0,power_consumption,30.36,0.12939117389673704
2023-12-01 01:40:00,1.0,power_consumption,26.78,0.08463557944743094
2023-12-01 01:45:00,1.0,power_consumption,30.97,0.1370171271408926
2023-12-01 01:50:00,1.0,,31.201428571428572,0.13991034593609913
2023-12-01 01:55:00,1.0,,31.43285714285714,0.1428035647313057
2023-12-01 02:00:00,1.0,,31.664285714285715,0.14569678352651225
2023-12-01 02:05:00,1.0,,31.895714285714288,0.1485900023217188
2023-12-01 02:10:00,1.0,,32.12714285714286,0.15148322111692533
2023-12-01 02:15:00,1.0,,32.35857142857143,0.1543764399121319
2023-12-01 02:20:00,1.0,power_consumption,32.59,0.15726965870733844
2023-12-01 02:25:00,1.0,,28.085,0.10095011876484558
2023-12-01 02:30:00,1.0,power_consumption,23.58,0.04463057882235272
2023-12-01 02:35:00,1.0,power_consumption,85.75,0.8218527315914489
2023-12-01 02:40:00,1.0,,85.898,0.8237029628703587
2023-12-01 02:45:00,1.0,,86.04599999999999,0.8255531941492685
2023-12-01 02:50:00,1.0,,86.194,0.8274034254281785
2023-12-01 02:55:00,1.0,,86.342,0.8292536567070883
2023-12-01 03:00:00,1.0,power_consumption,86.49,0.8311038879859981
2023-12-01 03:05:00,1.0,,88.98249999999999,0.8622640330041254
2023-12-01 03:10:00,1.0,,91.475,0.8934241780222527
2023-12-01 03:15:00,1.0,,93.9675,0.9245843230403801
2023-12-01 03:20:00,1.0,power_consumption,96.46,0.9557444680585073
2023-12-01 03:25:00,1.0,power_consumption,81.82,0.7727215901987748
2023-12-01 03:30:00,1.0,,73.79499999999999,0.6723965495686961
2023-12-01 03:35:00,1.0,,65.77,0.5720715089386172
2023-12-01 03:40:00,1.0,,57.745,0.4717464683085385
2023-12-01 03:45:00,1.0,power_consumption,49.72,0.37142142767845976
2023-12-01 03:50:00,1.0,,55.0925,0.4385860732591573
2023-12-01 03:55:00,1.0,,60.465,0.5057507188398549
2023-12-01 04:00:00,1.0,,65.8375,0.5729153644205525
2023-12-01 04:05:00,1.0,,71.21000000000001,0.64008001000125
2023-12-01 04:10:00,1.0,,76.5825,0.7072446555819476
2023-12-01 04:15:00,1.0,,81.955,0.7744093011626452
2023-12-01 04:20:00,1.0,,87.3275,0.8415739467433428
2023-12-01 04:25:00,1.0,power_consumption,92.7,0.9087385923240404
2023-12-01 04:30:00,1.0,,92.176,0.9021877734716839
2023-12-01 04:35:00,1.0,,91.652,0.8956369546193274
2023-12-01 04:40:00,1.0,,91.128,0.8890861357669707
2023-12-01 04:45:00,1.0,,90.604,0.8825353169146142
2023-12-01 04:50:00,1.0,power_consumption,90.08,0.8759844980622576
2023-12-01 04:55:00,1.0,,91.17,0.8896112014001749
2023-12-01 05:00:00,1.0,,92.25999999999999,0.9032379047380922
2023-12-01 05:05:00,1.0,,93.35,0.9168646080760094
2023-12-01 05:10:00,1.0,power_consumption,94.44,0.9304913114139267
2023-12-01 05:15:00,1.0,,84.20166666666667,0.8024961453515023
2023-12-01 05:20:00,1.0,,73.96333333333334,0.6745009792890777
2023-12-01 05:25:00,1.0,,63.724999999999994,0.5465058132266533
2023-12-01 05:30:00,1.0,,53.486666666666665,0.4185106471642288
2023-12-01 05:35:00,1.0,,43.24833333333333,0.29051548110180436
2023-12-01 05:40:00,1.0,power_consumption,33.01,0.16252031503937986
2023-12-01 05:45:00,1.0,power_consumption,99.47,0.9933741717714714
2023-12-01 05:50:00,1.0,,96.94,0.961745218152269
2023-12-01 05:55:00,1.0,,94.41,0.9301162645330665
2023-12-01 06:00:00,1.0,,91.88,0.898487310913864
2023-12-01 06:05:00,1.0,power_consumption,89.35,0.8668583572946617
2023-12-01 06:10:00,1.0,,87.446,0.8430553819227402
2023-12-01 06:15:00,1.0,,85.542,0.8192524065508188
2023-12-01 06:20:00,1.0,,83.63799999999999,0.7954494311788972
2023-12-01 06:25:00,1.0,,81.734,0.7716464558069758
2023-12-01 06:30:00,1.0,power_consumption,79.83,0.7478434804350543
2023-12-01 06:35:00,1.0,,76.7088888888889,0.7088247142003861
2023-12-01 06:40:00,1.0,,73.58777777777777,0.6698059479657179
2023-12-01 06:45:00,1.0,,70.46666666666667,0.6307871817310496
2023-12-01 06:50:00,1.0,,67.34555555555555,0.5917684154963815
2023-12-01 06:55:00,1.0,,64.22444444444444,0.5527496492617132
